rua,cep,bairro,cidade,uf
Rua Ero Silverman Guarrido,12226401,Campos de São José,São José dos Campos,SP
Rua Erotides Teixeira de Souza,12224330,Jardim São Vicente,São José dos Campos,SP
Rua Esaku Ihara,12220113,Conjunto Residencial Intervale,São José dos Campos,SP
Rua Esmeralda Rondan,12232280,Jardim Madureira,São José dos Campos,SP
Rua Esmeraldo Baptista Santana,12224430,Jardim São Vicente,São José dos Campos,SP
Rua Esperança,12243700,Vila Adyana,São José dos Campos,SP
Rua Espinosa,12233300,Bosque dos Eucaliptos,São José dos Campos,SP
Rua Espírito Santo,12216380,Vila São Pedro,São José dos Campos,SP
Rua Estácio José do Nascimento,12241360,Jardim Limoeiro,São José dos Campos,SP
Rua Estados Unidos,12223240,Cidade Vista Verde,São José dos Campos,SP
Avenida dos Estados,12209450,Vila Maria,São José dos Campos,SP
Rua Estefania do Nascimento,12240470,Jardim das Indústrias,São José dos Campos,SP
Rua Ester de Oliveira,12234003,Jardim Colonial,São José dos Campos,SP
Rua Ester Oliveira Bertolini,12212330,Alto da Ponte,São José dos Campos,SP
Rua Estocolmo,12216690,Jardim Augusta,São José dos Campos,SP
Rua Estônia,12231160,Jardim Aeroporto,São José dos Campos,SP
Rua Estrela Dalva,12230480,Jardim Satélite,São José dos Campos,SP
Rua dos Estudantes,12221370,Jardim Valparaíba,São José dos Campos,SP
Rua Euclides da Cunha,12243580,Vila Ema,São José dos Campos,SP
Rua Euclides Figueiredo,12243002,Jardim Apolo I,São José dos Campos,SP
Rua Eudócio de Paula (Urbanova III),12244523,Urbanova,São José dos Campos,SP
Rua Eugênio Bonadio,12245660,Centro,São José dos Campos,SP
Rua Evandro Tuy Júnior,12244350,Urbanova,São José dos Campos,SP
Avenida dos Evangelicos,12239060,Campo dos Alemães,São José dos Campos,SP
Rua Evaristo Maldonado,12237520,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Praça do Expedicionário,12209030,Jardim Bela Vista,São José dos Campos,SP
Viaduto dos Expedicionários,12209162,Jardim Bela Vista,São José dos Campos,SP
Rua Ezequiel Antônio Batista,12220040,Residencial Planalto,São José dos Campos,SP
Rua Ezequiel Martins Pereira,12244800,Conjunto Residencial Esplanada do Sol,São José dos Campos,SP
Rua Ezra,12245300,Jardim São Dimas,São José dos Campos,SP
Rua F,12226831,Jardim Santa Hermínia,São José dos Campos,SP
Rua Fábio Schneider,12234050,Jardim Imperial,São José dos Campos,SP
Rua Fagundes Varela,12245530,Vila Betânia,São José dos Campos,SP
Rua dos Farmacêuticos,12225630,Parque Novo Horizonte,São José dos Campos,SP
Praça Farroupilha,12237839,Palmeiras de São José,São José dos Campos,SP
Rua Fausto Pinotti,12237280,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Rua Fauze Dimas Lumumba Gonçalves,12248460,Jardim Santa Inês I,São José dos Campos,SP
Avenida Feira de Santana,12238000,Jardim Vale do Sol,São José dos Campos,SP
Rua das Felandrias,12240040,Jardim das Indústrias,São José dos Campos,SP
Rua Félicio Chiocchi,12243540,Vila Ema,São José dos Campos,SP
Rua Félicio Jabbur Nasser,12247530,Conjunto Residencial Galo Branco,São José dos Campos,SP
Travessa Felipe Camarão,12242541,Jardim Esplanada,São José dos Campos,SP
Rua Felipe de Oliveira,12212651,Vila Sinhá,São José dos Campos,SP
Rua Felisbina de Souza Machado,12234070,Jardim Imperial,São José dos Campos,SP
Rua Felisbino Franco Rodrigues,12232091,Bosque dos Eucaliptos,São José dos Campos,SP
Rua Felisbino Pinto da Cunha,12209310,Vila Maria,São José dos Campos,SP
Rua Fênix,12227300,Jardim da Granja,São José dos Campos,SP
Rua Fernando Antônio R. Paula,12234532,Conjunto Residencial Elmano Veloso,São José dos Campos,SP
Rua Fernando Antônio Rachid de Paula,12234740,Conjunto Residencial Elmano Veloso,São José dos Campos,SP
Rua Fernando Corrá,12213170,Jardim Guimarães,São José dos Campos,SP
Rua Fernão Dias,12242580,Jardim Nova América,São José dos Campos,SP
Rua Ferze Abdul Ahad Tau,12215571,Monte Castelo,São José dos Campos,SP
Rua Finlândia,12231170,Jardim Aeroporto,São José dos Campos,SP
Praça Flamboyant,12241100,Jardim das Indústrias,São José dos Campos,SP
Rua dos Flamingos,12220620,Vila Tatetuba,São José dos Campos,SP
Rua Flaminio Vaz de Lima,12242230,Jardim das Colinas,São José dos Campos,SP
Rua Flávio Berling Macedo,12209080,Jardim Bela Vista,São José dos Campos,SP
Rua Flor de Lis,12247650,Jardim das Flores,São José dos Campos,SP
Rua das Flores,12225397,Jardim Santa Maria,São José dos Campos,SP
Alameda da Floresta,12223840,Condomínio Residencial Floresta,São José dos Campos,SP
Rua Florinda Clemente Nucci,12213280,Vila São Geraldo,São José dos Campos,SP
Praça Floripes Bicudo Martins,12242471,Jardim Esplanada,São José dos Campos,SP
Rua das Floristas,12225802,Parque Novo Horizonte,São José dos Campos,SP
Avenida Fortaleza,12235560,Parque Industrial,São José dos Campos,SP
Rua Fortunato Auriema Turco,12244700,Conjunto Residencial Esplanada do Sol,São José dos Campos,SP
Rua Franca,12233520,Bosque dos Eucaliptos,São José dos Campos,SP
Rua Francisca Alves de Lima,12237490,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Rua Francisca Maria de Souza,12211461,Vila Rangel,São José dos Campos,SP
Travessa Francisca Moreira Rangel,12211459,Vila Rangel,São José dos Campos,SP
Rua Francisco Aguade Gils,12240750,Jardim das Indústrias,São José dos Campos,SP
Travessa Francisco Almada,12245681,Centro,São José dos Campos,SP
Praça Francisco Antônio dos Santos,12216465,Jardim Topázio,São José dos Campos,SP
Rua Francisco Antônio Rodrigues,12209810,Vila Guarani,São José dos Campos,SP
Rua Francisco Berling de Macedo,12245670,Centro,São José dos Campos,SP
Rua Francisco Braúlio Filho,12240720,Jardim das Indústrias,São José dos Campos,SP
Rua Francisco Broglioto,12237630,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Rua Francisco Camilo,12223190,Jardim Diamante,São José dos Campos,SP
Rua Francisco Carlos Barbosa,12232841,Conjunto Residencial Dom Pedro I,São José dos Campos,SP
Rua Francisco Cipriano do Amaral,12227740,Jardim Colorado,São José dos Campos,SP
Rua Francisco de Assis Dias,12236830,Cidade Morumbi,São José dos Campos,SP
Rua César Luiz da Silva Generoso,12239230,Campo dos Alemães,São José dos Campos,SP
Praça Francisco Escobar,12215170,Monte Castelo,São José dos Campos,SP
Rua Francisco Ferreira Santos,12248480,Jardim Santa Inês I,São José dos Campos,SP
Rua Francisco João Leme,12212655,Vila Sinhá,São José dos Campos,SP
Rua Francisco José da Costa,12211780,Santana,São José dos Campos,SP
Rua Francisco José de Souza,12215440,Monte Castelo,São José dos Campos,SP
Rua Francisco José Sampaio Coelho,12244150,Urbanova,São José dos Campos,SP
Praça Francisco Lopes Azevedo,12234120,Jardim Imperial,São José dos Campos,SP
Rua Francisco Marciano Leite,12247180,Eugênio de Mello,São José dos Campos,SP
Rua Francisco Moreira de Souza,12225420,Jardim Nova Michigan,São José dos Campos,SP
Rua Francisco Napoleão Isac,12209780,Vila Guarani,São José dos Campos,SP
Rua Francisco Nunes de Assis,12221480,Vila Tesouro,São José dos Campos,SP
Rua Francisco Paes,12210100,Centro,São José dos Campos,SP
Viaduto Francisco Pereira,12209670,Vila Terezinha,São José dos Campos,SP
Rua Francisco Pereira Filho,12220450,Vila Industrial,São José dos Campos,SP
Rua Francisco Rafael,12210060,Centro,São José dos Campos,SP
Rua Francisco Rebouças da Silva,12227787,Parque Residencial Flamboyant,São José dos Campos,SP
Rua Francisco Ribeiro da Costa,12213190,Jardim Guimarães,São José dos Campos,SP
Rua Francisco Ricci,12243261,Vila Ema,São José dos Campos,SP
Rua Francisco Rodrigues Cardoso,12213145,Jardim Guimarães,São José dos Campos,SP
Rua Francisco Rodrigues de Moraes,12215570,Monte Castelo,São José dos Campos,SP
Travessa Francisco Rodrigues Freire,12211291,Santana,São José dos Campos,SP
Praça Francisco Silvério,12234230,Jardim Imperial,São José dos Campos,SP
Rua Francisco Teixeira de Almeida Filho,12248470,Jardim Santa Inês I,São José dos Campos,SP
Rua Francisco Teixeira Júnior,12232700,Conjunto Residencial Dom Pedro I,São José dos Campos,SP
Rua Frankilina Monteiro de Oliveira,12216150,Jardim Paulista,São José dos Campos,SP
Rua Franz de Castro Holzwarth,12211230,Santana,São José dos Campos,SP
Rua Frederico Miacci,12216160,Jardim Paulista,São José dos Campos,SP
Rua Frediano Bianchi,12211350,Santana,São José dos Campos,SP
Rua Frei Bertholdo Vah Der Mee,12225080,Jardim Americano,São José dos Campos,SP
Rua Frei Caneca,12245510,Vila Sanches,São José dos Campos,SP
Rua Frei Henrique de Coimbra,12211280,Santana,São José dos Campos,SP
Rua Frei Inocêncio,12228150,Vila Iracema,São José dos Campos,SP
Rua Frei São Vicente,12228171,Vila Iracema,São José dos Campos,SP
Travessa Freitas,12214441,Freitas,São José dos Campos,SP
Rua Fritz Gerber,12225300,Jardim Castanheira,São José dos Campos,SP
Rua Frutal,12233360,Bosque dos Eucaliptos,São José dos Campos,SP
Praça Fukuoka,12244140,Urbanova,São José dos Campos,SP
Rua dos Funileiros,12225690,Parque Novo Horizonte,São José dos Campos,SP
Avenida Fusanobu Yokota,12236075,Jardim Terras do Sul,São José dos Campos,SP
Rua Geraldo Chaves,12234390,Jardim Imperial,São José dos Campos,SP
Rua G,12226835,Jardim Santa Hermínia,São José dos Campos,SP
Travessa Gabriel Alves Freire,12224150,Jardim Motorama,São José dos Campos,SP
Rua Cinco ( Primavera I ),12226208,Bom Retiro,São José dos Campos,SP
Avenida Galdencio Martins Neto,12232460,Conjunto Residencial Dom Pedro I,São José dos Campos,SP
Avenida Galdencio Martins Neto,12234480,Conjunto Residencial Elmano Veloso,São José dos Campos,SP
Rua Galgos,12230560,Jardim Satélite,São José dos Campos,SP
Rua Galícia,12230500,Jardim Satélite,São José dos Campos,SP
Rua Galiléia,12233250,Bosque dos Eucaliptos,São José dos Campos,SP
Rua Gandu,12238040,Jardim Vale do Sol,São José dos Campos,SP
Rua Garça,12233660,Bosque dos Eucaliptos,São José dos Campos,SP
Rua Garcia Rodrigues Paes,12242641,Jardim Esplanada,São José dos Campos,SP
Rua das Gardenias,12224230,Jardim Motorama,São José dos Campos,SP
Praça Cândida Maria César Sawaya Giana,12243003,Jardim Apolo I,São José dos Campos,SP
Rua Gemini,12230180,Jardim Satélite,São José dos Campos,SP
Rua General Eugênio de Augusto Melo,12247190,Eugênio de Mello,São José dos Campos,SP
Rua General Osório,12243590,Vila Ema,São José dos Campos,SP
Rua Genesia Berardinelli Tarantino,12216220,Jardim Paulista,São José dos Campos,SP
Rua Genova,12237080,Jardim Veneza,São José dos Campos,SP
Rua Genoveva Pinto da Cunha,12213020,Vila Dirce,São José dos Campos,SP
Rua George Eastman,12237640,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Rua George Washington,12236390,Jardim Oriente,São José dos Campos,SP
Rua Geraldo Augusto dos Santos,12209120,Jardim Bela Vista,São José dos Campos,SP
Avenida Geraldo Fernandes da Silva,12247610,Conjunto Residencial Galo Branco,São José dos Campos,SP
Rua Geraldo Ferreira Maldos,12226580,Campos de São José,São José dos Campos,SP
Rua Geraldo Ferreira Tavares,12232110,Bosque dos Eucaliptos,São José dos Campos,SP
Rua Geraldo Oliveira dos Anjos,12244780,Conjunto Residencial Esplanada do Sol,São José dos Campos,SP
Rua Geraldo Raymundo da Silva,12234660,Conjunto Residencial Elmano Veloso,São José dos Campos,SP
Rua Geraldo Rodrigues da Costa,12213340,Vila São Geraldo,São José dos Campos,SP
Rua Geraldo Ferreira Tavares,12232081,Jardim Portugal,São José dos Campos,SP
Rua Gercino Francisco Pereira,12236068,Jardim Terras do Sul,São José dos Campos,SP
Rua Gerôncio Marcondes,12234090,Jardim Imperial,São José dos Campos,SP
Rua Getúlio Vargas de Araújo,12229291,Jardim Torrão de Ouro,São José dos Campos,SP
Rua Gilberto Freire,12234720,Conjunto Residencial Elmano Veloso,São José dos Campos,SP
Rua Gilberto Menotti Eugênio Cara,12237829,Palmeiras de São José,São José dos Campos,SP
Praça Giordano Bruno,12237431,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Rua Giovanni Batista Capellotto,12225460,Jardim Nova Michigan,São José dos Campos,SP
Travessa Gisberto Ballarini,12245050,Jardim Aparecida,São José dos Campos,SP
Rua Gisele Martins,12236500,Cidade Morumbi,São José dos Campos,SP
Rua Gladiolo,12215450,Monte Castelo,São José dos Campos,SP
Rua Glicério Paula Galvão,12240700,Jardim das Indústrias,São José dos Campos,SP
Rua das Glicínias,12224170,Jardim Motorama,São José dos Campos,SP
Rua Goiabeiras,12227560,Chácaras São José,São José dos Campos,SP
Rua Goiânia,12235625,Parque Industrial,São José dos Campos,SP
Rua Gomide Santos,12215120,Monte Castelo,São José dos Campos,SP
Rua Governador Valadares,12228140,Vila Iracema,São José dos Campos,SP
Rua Graça Aranha,12242440,Jardim Esplanada,São José dos Campos,SP
Travessa Graça Aranha,12242441,Jardim Esplanada,São José dos Campos,SP
Rua dos Gráficos,12221401,Jardim Valparaíba,São José dos Campos,SP
Praça Grajaú,12231561,Vila São Bento,São José dos Campos,SP
Rua da Grama,12211622,Santana,São José dos Campos,SP
Rua Granada,12215810,Jardim São José Centro,São José dos Campos,SP
Rua Grande Othelo,12232521,Conjunto Residencial Dom Pedro I,São José dos Campos,SP
Rua da Granja,12228680,Campus do CTA,São José dos Campos,SP
Rua Graúna,12220200,Vila Tatetuba,São José dos Campos,SP
Rua Gravataí,12230340,Jardim Satélite,São José dos Campos,SP
Rua Grécia,12231340,Vila Nair,São José dos Campos,SP
Rua Gregório Gurevich,12223140,Jardim Diamante,São José dos Campos,SP
Rua Groelândia,12235090,Jardim América,São José dos Campos,SP
Rua Guacui,12238480,Chácaras Reunidas,São José dos Campos,SP
Avenida Guadalupe,12235000,Jardim América,São José dos Campos,SP
Rua Guaianazes,12211710,Santana,São José dos Campos,SP
Rua Guaianesia,12238460,Chácaras Reunidas,São José dos Campos,SP
Rua Guajas,12242340,Conjunto Residencial Vale dos Pinheiros,São José dos Campos,SP
Rua Guanacás,12242400,Conjunto Residencial Vale dos Pinheiros,São José dos Campos,SP
Rua Guaraciaba,12220720,Jardim Ismênia,São José dos Campos,SP
Rua Guarai,12231470,Vila São Bento,São José dos Campos,SP
Avenida Guaramirim,12225415,Jardim Majestic,São José dos Campos,SP
Travessa Guaramirim,12225416,Jardim Majestic,São José dos Campos,SP
Rua Guarani,12211740,Santana,São José dos Campos,SP
Rua Guarapiranga,12238470,Chácaras Reunidas,São José dos Campos,SP
Rua Guararapes,12215250,Monte Castelo,São José dos Campos,SP
Rua Guarda-Mor,12213501,Vila Paiva,São José dos Campos,SP
Rua Guarujá,12243230,Jardim Apolo I,São José dos Campos,SP
Rua Guarulhos,12240070,Jardim das Indústrias,São José dos Campos,SP
Rua Guatemala,12223320,Cidade Vista Verde,São José dos Campos,SP
Rua Guaxupé,12220810,Jardim Ismênia,São José dos Campos,SP
Rua Guedes Diamante,12225210,Jardim Paraíso do Sol,São José dos Campos,SP
Rua Guiana,12223300,Cidade Vista Verde,São José dos Campos,SP
Rua Guido Zecca,12244680,Conjunto Residencial Esplanada do Sol,São José dos Campos,SP
Rua Guidoval,12237550,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
Rua Guilherme de Almeida,12245550,Vila Betânia,São José dos Campos,SP
Rua Guilherme Hopp,12248501,Jardim Santa Inês I,São José dos Campos,SP
Rua Guilherme Marconi,12236250,Jardim Oriente,São José dos Campos,SP
Rua Guimarães Passos,12212654,Vila Sinhá,São José dos Campos,SP
Rua Guimarães Rosa,12221611,Vila Tesouro,São José dos Campos,SP
Rua Guiomar Jordão Lobo,12236064,Jardim Terras do Sul,São José dos Campos,SP
Rua Gurupi,12231600,Vila São Bento,São José dos Campos,SP
Rua Gustavo Rico Toro,12223450,Cidade Vista Verde,São José dos Campos,SP
Rua Gyulo Bakos,12226340,Campos de São José,São José dos Campos,SP
Rua H,12226837,Jardim Santa Hermínia,São José dos Campos,SP
Rua Marlene Aparecida de Jesus,12234007,Jardim Imperial,São José dos Campos,SP
Rua São Guido,12228424,Jardim São Judas Tadeu,São José dos Campos,SP
Rua H 27E,12228550,Campus do CTA,São José dos Campos,SP
Rua Haia,12216650,Jardim Augusta,São José dos Campos,SP
Rua Haiti,12223310,Cidade Vista Verde,São José dos Campos,SP
Rua Haiti,12235070,Jardim América,São José dos Campos,SP
Rua Hamid Said Amim,12243560,Vila Ema,São José dos Campos,SP
Rua Hamilton de Freitas,12247460,Conjunto Residencial Galo Branco,São José dos Campos,SP
Rua Havana,12245573,Vila Rubi,São José dos Campos,SP
Rua Heitor Antunes Pereira,12236620,Cidade Morumbi,São José dos Campos,SP
Rua Heitor de Andrade,12241000,Jardim das Indústrias,São José dos Campos,SP
Estrada Heitor Vieira,12213830,Buquirinha,São José dos Campos,SP
Avenida Heitor Villa Lobos - até 1448/1449,12243260,Vila Ema,São José dos Campos,SP
Avenida Heitor Villa Lobos - de 1450/1451 a 1989/1990,12245280,Jardim São Dimas,São José dos Campos,SP
Avenida Heitor Villa Lobos - de 2178/2179 ao fim,12231230,Vila Nair,São José dos Campos,SP
Rua Helena Mascarenhas,12209070,Jardim Bela Vista,São José dos Campos,SP
Rua Helena Tirello Alvarenga Souza,12237870,Palmeiras de São José,São José dos Campos,SP
Rua Helenira Rezende de Souza Nazareth,12232510,Conjunto Residencial Dom Pedro I,São José dos Campos,SP
Rua Heli Adilson de Oliveira,12244100,Urbanova,São José dos Campos,SP
Rua Hélio Chaves Monteiro,12244210,Urbanova,São José dos Campos,SP
Rua Hélio de Almeida Ferreira,12221070,Jardim Ismênia,São José dos Campos,SP
Praça Hélio Dias,12227230,Jardim da Granja,São José dos Campos,SP
Rua Hélio José Bertolini Freire,12241350,Jardim Limoeiro,São José dos Campos,SP
Rua dos Heliotrópios,12224210,Jardim Motorama,São José dos Campos,SP
Avenida Hellmuth P. Schicker,12242260,Jardim das Colinas,São José dos Campos,SP
Rua Helsinque,12231260,Vila Nair,São José dos Campos,SP
Rua Henrique Mudat,12242490,Jardim Esplanada,São José dos Campos,SP
Rua Henrique Vinhas,12232350,Bosque dos Eucaliptos,São José dos Campos,SP
Rua das Heras,12247780,Jardim das Flores,São José dos Campos,SP
Praça Hércules,12227360,Jardim da Granja,São José dos Campos,SP
Rua Hermenegildo Scarensi,12237750,Conjunto Residencial Trinta e Um de Março,São José dos Campos,SP
